tags,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,owner_reputation,owner_user_id,owner_user_type,owner_profile_image,owner_display_name,owner_link,last_edit_date,closed_date,closed_reason,owner_accept_rate,insert_date
"pandas,python",False,26,None,0,-1,1653583304,1653582446,72395055,CC BY-SA 4.0,https://stackoverflow.com/questions/72395055/adding-missing-rows-in-dataframe-first-column-not-index,"Adding missing rows in dataframe (first column, not index)",79,10503948,registered,https://www.gravatar.com/avatar/fb8d5e8b6bcd1a9a9019eef8170e2f32?s=256&d=identicon&r=PG&f=1,Gerald,https://stackoverflow.com/users/10503948/gerald,None,None,None,None,2022-05-26
"pandas,pyodbc,python,sql-insert,text-files",False,37,None,0,-1,1653578304,1653577529,72393963,CC BY-SA 4.0,https://stackoverflow.com/questions/72393963/python-sql-server-pyodbc-insert-query-failing-incorrect-syntax-near-the,Python - SQL Server - PYODBC - Insert Query Failing - Incorrect syntax near the keyword &#39;VALUES&#39;,1,19161399,registered,https://www.gravatar.com/avatar/768318c5ac7e4bd08712d31e42f7264c?s=256&d=identicon&r=PG,Ankiz,https://stackoverflow.com/users/19161399/ankiz,1653578304.0,None,None,None,2022-05-26
"machine-learning,pandas,python,scikit-learn,train-test-split",True,38,72393808.0,1,-1,1653577947,1653574363,72393235,CC BY-SA 4.0,https://stackoverflow.com/questions/72393235/is-there-a-way-to-remove-some-rows-in-the-training-set-based-on-values-in-anothe,Is there a way to remove some rows in the training set based on values in another column,67,12288279,registered,https://www.gravatar.com/avatar/a45ec17df87b2f235b5d29aa039f30a4?s=256&d=identicon&r=PG&f=1,MohammedE,https://stackoverflow.com/users/12288279/mohammede,1653574831.0,None,None,None,2022-05-26
"dataframe,pandas,python",False,25,None,1,-1,1653574372,1653573980,72393149,CC BY-SA 4.0,https://stackoverflow.com/questions/72393149/fastet-way-to-create-a-new-dataframe-from-two-diffrenet-dataframes-with-diffrene,Fastet way to create a new dataframe from two diffrenet dataframes with diffrenet sizes while perserving duplicates,173,3546240,registered,https://graph.facebook.com/1564402586/picture?type=large,Sina,https://stackoverflow.com/users/3546240/sina,None,None,None,85.0,2022-05-26
"date,datetime,pandas,python",False,18,None,0,-1,1653556443,1653556443,72389452,None,https://stackoverflow.com/questions/72389452/python-convert-from-int-to-datetime-but-conversion-result-all-rows-are-1970-yea,"Python convert from int to datetime, but conversion result all rows are 1970 years only",45,13123580,registered,https://lh6.googleusercontent.com/-jcSVpx_16W0/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nDJ45jkUT83Gkd0JHzMUrNpF1jRsg/photo.jpg?sz=256,Peter,https://stackoverflow.com/users/13123580/peter,None,1653556593.0,Duplicate,None,2022-05-26
"dataframe,for-loop,pandas,python",False,26,None,2,-1,1653603807,1653555057,72389186,CC BY-SA 4.0,https://stackoverflow.com/questions/72389186/pandas-loc-doesnt-change-every-column-value-in-given-range,pandas loc doesn&#39;t change every column value in given range,41,16163887,registered,https://www.gravatar.com/avatar/babb7aa4f23c7017d0f39bf61a5e1162?s=256&d=identicon&r=PG&f=1,LGF,https://stackoverflow.com/users/16163887/lgf,1653557614.0,None,None,None,2022-05-26
"coordinates,dataframe,indexing,pandas,python",False,20,None,1,-1,1653557350,1653545642,72387482,CC BY-SA 4.0,https://stackoverflow.com/questions/72387482/how-can-i-reindex-my-coordinate-database,&quot;how can i reindex my coordinate database?&quot;,1,14706919,registered,https://lh3.googleusercontent.com/a-/AAuE7mCtHasaqPJ-15jgz2XKySw3GVfFXYtZ55Pa4KCv=k-s256,Reza naimaee,https://stackoverflow.com/users/14706919/reza-naimaee,None,None,None,None,2022-05-26
"csv,pandas,python",True,52,72387811.0,2,-1,1653547579,1653543453,72387169,CC BY-SA 4.0,https://stackoverflow.com/questions/72387169/how-to-drop-rows-from-a-dataframe-based-on-condition-in-python,How to drop rows from a dataframe based on condition in python?,3,14411187,registered,https://lh6.googleusercontent.com/-RnIC3rBLOH0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck1ASfaJuFVbCeIzU_zQdbBSkq_Mw/s96-c/photo.jpg?sz=256,aditya srinevas,https://stackoverflow.com/users/14411187/aditya-srinevas,1653543966.0,None,None,None,2022-05-26
"dataframe,pandas",False,15,None,0,-1,1653534818,1653534818,72386274,CC BY-SA 4.0,https://stackoverflow.com/questions/72386274/how-to-get-the-specific-column-name-from-a-dataframe-column,How to get the specific column name from a dataframe column,19,15217462,registered,https://www.gravatar.com/avatar/c57c07578e336a713d392f337ac5712e?s=256&d=identicon&r=PG&f=1,octaviodiego78,https://stackoverflow.com/users/15217462/octaviodiego78,None,None,None,None,2022-05-26
"pandas,python",False,34,None,0,-1,1653557967,1653533996,72386208,None,https://stackoverflow.com/questions/72386208/pandas-column-dropsimple-coating,pandas column drop(Simple coating),1,19202970,registered,https://lh3.googleusercontent.com/a-/AOh14Gh8dKfgMjDivUE11xM4Nm6V_8eFGwm47FIwEfakxw=k-s256,직장인,https://stackoverflow.com/users/19202970/%ec%a7%81%ec%9e%a5%ec%9d%b8,1653557967.0,1653571048.0,Needs details or clarity,None,2022-05-26
"csv,dataframe,merge,pandas,python",False,24,None,0,-1,1653527934,1653527934,72385666,CC BY-SA 4.0,https://stackoverflow.com/questions/72385666/my-loop-only-records-the-last-iteration-also-how-to-make-a-proper-merge-in-a-d,"My loop only records the last iteration, also, how to make a proper merge in a dataframe?",29,15896789,registered,https://lh3.googleusercontent.com/a-/AOh14GjPZnm2mzaki0VRaDHx9NQlzpi7BvyfYsL2MiWJ_tc=k-s256,Daniele Ingredy,https://stackoverflow.com/users/15896789/daniele-ingredy,None,None,None,None,2022-05-26
"json,pandas,python",False,34,None,0,-1,1653527368,1653527368,72385615,CC BY-SA 4.0,https://stackoverflow.com/questions/72385615/how-to-efficiently-access-large-volume-of-json-api-data-in-nested-lists-and-dict,How to efficiently access large volume of json/API data in nested lists and dictionaries for search and retrieval,1,18435967,registered,https://lh3.googleusercontent.com/a/AATXAJzSzEHDXZlDDo0iWLaOwlGbajAvrhjoCPYgPnBQ=k-s256,NEW,https://stackoverflow.com/users/18435967/new,None,None,None,None,2022-05-26
"excel,pandas,python",False,39,None,0,-2,1653663142,1653598743,72397952,CC BY-SA 4.0,https://stackoverflow.com/questions/72397952/how-to-combine-two-data-frames-using-column-values-in-pandas,How to combine two data frames using column values in pandas?,1,19209754,registered,https://www.gravatar.com/avatar/9ace0bd4c5de915cced0885ffa000c30?s=256&d=identicon&r=PG,erin_vee,https://stackoverflow.com/users/19209754/erin-vee,1653663142.0,None,None,None,2022-05-26
"loops,pandas,python",False,20,None,1,-2,1653592792,1653591817,72396784,CC BY-SA 4.0,https://stackoverflow.com/questions/72396784/replacing-values-with-column-headers-using-a-for-loop-and-condition-with-pandas,Replacing Values With Column Headers Using a For Loop and Condition With Pandas,1,19209163,registered,https://www.gravatar.com/avatar/1cba08d369ab3a35c1c3e3ec4bf04d0f?s=256&d=identicon&r=PG,Annapolis_20,https://stackoverflow.com/users/19209163/annapolis-20,1653591886.0,None,None,None,2022-05-26
"dataframe,pandas,python",False,21,None,0,-2,1653577517,1653577517,72393960,CC BY-SA 4.0,https://stackoverflow.com/questions/72393960/how-will-i-do-pandas-dataframe,how will I do? pandas dataframe,1,19146360,registered,https://lh3.googleusercontent.com/a-/AOh14GhnCG3mrdHAzA4XGoj8AD2cz6LAdxpjRBv1gW78ILw=k-s256,Sude Yılmaz,https://stackoverflow.com/users/19146360/sude-y%c4%b1lmaz,None,None,None,None,2022-05-26
"dataframe,pandas,python,python-3.x",True,37,72391521.0,1,-2,1653569326,1653556318,72389422,CC BY-SA 4.0,https://stackoverflow.com/questions/72389422/how-to-convert-unknown-format-strings-to-time-in-python,how to Convert “unknown format” strings to time in Python,3,17851622,registered,https://lh3.googleusercontent.com/a-/AOh14Gi9t12VcBHkTkasBfvCNCbIVt2zAQCXGF--2OTebw=k-s256,Mahmoud Badr,https://stackoverflow.com/users/17851622/mahmoud-badr,1653567982.0,None,None,None,2022-05-26
"pandas,python",True,20,72386134.0,1,-2,1653533140,1653530177,72385869,None,https://stackoverflow.com/questions/72385869/what-is-the-meaning-of-this-asterisk-python-pandas-100-question-trying-str-con,What is the meaning of this asterisk? Python Pandas 100 question trying. str.contaubs,13,19202743,registered,https://www.gravatar.com/avatar/71b761001a68eacf2299caa0d4acde21?s=256&d=identicon&r=PG,esabo,https://stackoverflow.com/users/19202743/esabo,None,1653533250.0,Duplicate,None,2022-05-26
"excel,pandas,python",False,18,None,0,-4,1653568668,1653568668,72391942,None,https://stackoverflow.com/questions/72391942/pandas-excel-formatting,Pandas - excel formatting,183,11266889,registered,https://www.gravatar.com/avatar/7aa11bd7bf29f62326e8e0e082214ab4?s=256&d=identicon&r=PG&f=1,pipikej,https://stackoverflow.com/users/11266889/pipikej,None,1653640675.0,Needs more focus,None,2022-05-26
